cif,a,b,c,alpha,beta,gamma,sg,cs
1542145,3.88,3.88,3.88,90.0,90.0,90.0,221,6
1542146,3.88,3.88,3.88,90.0,90.0,90.0,221,6
1542147,7.308,9.662,8.025,90.0,106.69,90.0,14,1
1542148,10.228,9.15,5.85,90.0,108.75,90.0,15,1
1542149,10.349,9.218,5.862,90.0,108.47,90.0,15,1
1542150,10.446,9.315,5.869,90.0,108.57,90.0,15,1
1542151,5.225,8.955,9.783,90.0,107.0,90.0,15,1
1542152,13.514,9.132,9.22,90.0,132.9,90.0,15,1
1542153,11.809,8.297,9.923,90.0,118.72,90.0,15,1
1542154,4.678,4.678,9.147,90.0,90.0,90.0,136,3
1542155,8.35,5.88,7.86,108.28,80.0,65.85,2,0
1542158,11.26,6.76,15.74,90.0,104.58,90.0,14,1
1542159,12.993,12.993,4.958,90.0,90.0,120.0,186,5
1542160,13.034,13.034,5.016,90.0,90.0,120.0,186,5
1542161,9.866,9.866,5.773,90.0,90.0,90.0,99,3
1542162,9.03,7.68,15.15,90.0,90.0,90.0,60,2
1542163,6.72,7.76,10.06,92.8,106.3,106.5,2,0
1542164,12.034,9.493,8.531,90.0,90.0,90.0,62,2
1542165,5.516,5.996,7.228,102.38,97.74,120.16,2,0
1542167,13.267,9.842,6.844,90.0,90.0,90.0,62,2
1542169,11.888,6.185,11.746,90.0,90.0,90.0,72,2
1542170,3.9646,3.9646,6.695,90.0,90.0,90.0,129,3
1542171,3.924,3.924,8.015,90.0,90.0,90.0,129,3
1542172,3.7847,3.7847,8.309,90.0,90.0,90.0,129,3
1542173,5.21,5.21,5.21,90.0,90.0,90.0,229,6
1542175,11.48,7.44,10.75,90.0,101.25,90.0,5,1
1542176,5.23,5.23,7.04,90.0,90.0,120.0,164,4
1542177,8.023,17.271,7.353,90.0,90.0,90.0,63,2
1542178,13.43,9.802,6.895,90.0,90.0,90.0,62,2
1542179,9.558,13.62,7.518,90.0,90.0,90.0,36,2
1542181,5.772,10.225,7.513,90.0,90.0,90.0,62,2
1542182,4.663,4.663,9.235,90.0,90.0,90.0,136,3
1542183,4.64,4.64,9.188,90.0,90.0,90.0,136,3
1542185,5.278,17.346,5.116,90.0,90.0,90.0,33,2
1542186,7.31,7.31,7.31,90.0,90.0,90.0,205,6
1542188,3.383,3.383,3.383,90.0,90.0,90.0,221,6
1542190,11.2864,11.2864,19.214,90.0,90.0,90.0,122,3
1542193,3.88,3.88,4.37,90.0,90.0,90.0,123,3
1542194,5.788,9.125,6.99,90.0,90.0,90.0,63,2
1542195,4.34,4.34,4.34,90.0,90.0,90.0,221,6
1542196,5.86,9.255,7.124,90.0,90.0,90.0,63,2
1542197,15.12,4.364,7.654,90.0,90.0,90.0,63,2
1542198,11.329,3.612,4.791,90.0,90.0,90.0,31,2
1542199,13.94,6.01,8.86,90.0,90.0,90.0,62,2
1542200,4.122,4.122,4.122,90.0,90.0,90.0,221,6
1542201,5.312,5.312,10.42,90.0,90.0,90.0,122,3
1542202,5.617,5.617,10.922,90.0,90.0,90.0,122,3
1542203,5.976,5.976,11.804,90.0,90.0,90.0,122,3
1542204,5.994,5.994,11.91,90.0,90.0,90.0,122,3
1542205,5.517,5.517,11.06,90.0,90.0,90.0,122,3
1542206,5.773,5.773,11.55,90.0,90.0,90.0,122,3
1542207,6.167,6.167,12.34,90.0,90.0,90.0,122,3
1542208,5.591,5.591,11.193,90.0,90.0,90.0,122,3
1542209,5.844,5.844,11.623,90.0,90.0,90.0,122,3
1542211,10.15,9.05,14.327,90.0,90.12,90.0,14,1
1542213,4.265,4.265,8.154,90.0,90.0,120.0,194,5
1542214,4.222,4.222,7.908,90.0,90.0,120.0,194,5
1542215,4.21,4.21,7.822,90.0,90.0,120.0,194,5
1542216,4.185,4.185,7.669,90.0,90.0,120.0,194,5
1542217,4.146,4.146,7.416,90.0,90.0,120.0,194,5
1542218,4.137,4.137,7.355,90.0,90.0,120.0,194,5
1542219,4.129,4.129,7.299,90.0,90.0,120.0,194,5
1542220,4.134,4.134,7.172,90.0,90.0,120.0,194,5
1542221,4.13,4.13,7.15,90.0,90.0,120.0,194,5
1542222,4.13,4.13,7.04,90.0,90.0,120.0,194,5
1542223,4.147,4.147,7.448,90.0,90.0,120.0,194,5
1542224,7.98,4.69,6.12,89.67,91.0,90.45,1,0
1542225,7.91,5.95,9.77,90.0,107.5,90.0,14,1
1542226,17.27,17.27,4.27,90.0,90.0,90.0,82,3
1542228,10.2226,10.2226,7.2055,90.0,90.0,120.0,147,4
1542229,5.969,10.126,12.272,90.0,92.87,90.0,15,1
1542230,13.7576,5.6578,7.0322,90.0,115.885,90.0,12,1
1542232,14.2058,5.7592,7.2844,90.0,114.286,90.0,12,1
1542233,7.1816,5.7848,8.0528,90.0,102.395,90.0,11,1
1542234,4.884,8.463,9.495,90.0,99.85,90.0,15,1
1542236,15.17,8.86,5.48,90.0,90.0,90.0,56,2
1542238,6.154,5.739,8.299,90.0,102.89,90.0,4,1
1542239,5.34,9.524,10.235,90.0,100.07,90.0,12,1
1542240,4.331,4.331,4.331,90.0,90.0,90.0,221,6
1542241,7.6,7.6,10.778,90.0,90.0,90.0,14,1
1542242,8.082,9.164,4.434,90.0,90.0,90.0,62,2
1542243,7.505,13.946,7.86,90.0,126.43,90.0,14,1
1542245,8.337,8.337,9.056,90.0,90.0,90.0,127,3
1542246,8.862,8.913,9.487,133.61,86.28,89.11,2,0
1542248,3.977,3.977,4.042,90.0,90.0,90.0,123,3
1542249,4.856,10.68,4.368,90.0,90.0,90.0,31,2
1542250,7.403,5.65,11.443,90.0,90.0,90.0,33,2
1542252,15.957,5.505,8.264,90.0,90.0,90.0,62,2
1542288,7.872,7.872,7.3258,90.0,90.0,120.0,176,5
1542289,8.0195,8.0195,7.37,90.0,90.0,120.0,176,5
1542303,12.2472,4.83618,10.8604,90.0,115.8026,90.0,14,1
1542454,6.1889,6.614,7.835,90.0,93.503,90.0,11,1
1542478,10.5878,10.5878,4.1528,90.0,90.0,120.0,174,5
1542543,12.657,12.657,9.296,90.0,90.0,120.0,166,4
1542740,3.627,3.627,5.2336,90.0,90.0,90.0,137,3
1542915,9.80934,13.50693,7.303017,90.0,90.0,90.0,60,2
1542916,9.8568,13.59424,7.3788,90.0,90.0,90.0,60,2
1542919,7.104645,7.104645,6.986941,90.0,90.0,120.0,152,4
1542921,5.568411,5.568411,22.00704,90.0,90.0,120.0,194,5
1542922,5.568011,5.568011,22.00807,90.0,90.0,120.0,194,5
1542938,11.191,14.136,7.975,90.0,106.894,90.0,12,1
1542970,4.037,5.968,13.092,79.09,87.09,85.96,2,0
1543031,10.1277,10.1277,3.53488,90.0,90.0,120.0,189,5
1543060,6.849,6.849,4.182,90.0,90.0,90.0,136,3
1543061,7.457,7.497,7.484,90.0,114.12,90.0,14,1
1543079,6.7004,6.7004,6.7004,90.0,90.0,90.0,216,6
1543080,4.41991,4.41991,6.8896,90.0,90.0,90.0,129,3
1543081,9.1761,9.1761,12.696,90.0,90.0,90.0,120,3
1543137,14.4978,14.4978,14.4978,90.0,90.0,90.0,227,6
1543138,14.5378,14.5378,14.5378,90.0,90.0,90.0,227,6
1543139,14.6219,14.6219,14.6219,90.0,90.0,90.0,227,6
1543140,14.513,14.513,14.513,90.0,90.0,90.0,227,6
1543238,19.217,3.6996,6.529,90.0,109.056,90.0,12,1
1543249,10.9099,10.9099,10.9099,90.0,90.0,90.0,223,6
1543250,10.871,10.871,10.871,90.0,90.0,90.0,223,6
1543251,10.9643,10.9643,10.9643,90.0,90.0,90.0,223,6
1543252,10.9643,10.9643,10.9643,90.0,90.0,90.0,223,6
1543418,14.178,6.9187,7.6407,90.0,90.0,90.0,62,2
1543454,16.249,9.878,8.2425,90.0,104.79,90.0,15,1
1543498,7.816,6.699,16.567,90.0,91.94,90.0,14,1
1543510,9.246,9.2633,14.465,90.0,92.082,90.0,14,1
1543521,5.4607,7.7373,5.5026,90.0,90.0,90.0,62,2
1543545,7.8271,7.9998,8.4624,90.0,106.443,90.0,14,1
1543546,5.0437,15.199,8.7291,90.0,90.419,90.0,14,1
1543603,5.6207,6.9699,10.1484,94.689,105.261,106.876,2,0
1543604,21.369,5.6645,11.478,90.0,119.78,90.0,15,1
1543664,4.722,4.271,2.835,90.0,90.0,90.0,58,2
1543665,18.4628,18.4628,18.4628,90.0,90.0,90.0,225,6
1543666,18.4872,18.4872,18.4872,90.0,90.0,90.0,225,6
1543667,18.4873,18.4873,18.4873,90.0,90.0,90.0,225,6
1543733,6.809,6.809,20.4439,90.0,90.0,120.0,148,4
1543846,16.54064,16.54064,16.54064,90.0,90.0,90.0,225,6
1543847,16.64867,16.64867,16.64867,90.0,90.0,90.0,225,6
1543848,16.54206,16.54206,16.54206,90.0,90.0,90.0,225,6
1543849,16.62514,16.62514,16.62514,90.0,90.0,90.0,225,6
1543850,16.483,16.483,16.483,90.0,90.0,90.0,225,6
1543851,16.3719,16.3719,16.3719,90.0,90.0,90.0,225,6
1543882,5.4615,7.747,5.462,90.0,90.0,90.0,62,2
1543899,6.0287,6.0287,7.7803,90.0,90.0,90.0,141,3
1543900,8.3288,8.3288,8.3288,90.0,90.0,90.0,227,6
1543916,8.4921,8.4921,4.1922,90.0,90.0,120.0,191,5
1543917,8.452,8.452,4.2188,90.0,90.0,120.0,191,5
1544224,3.6235,8.272,8.844,90.0,90.0,90.0,19,2
1544226,3.414,7.36,4.606,90.0,90.0,90.0,18,2
1544263,14.5175,14.5175,14.5175,90.0,90.0,90.0,227,6
1544291,13.6564,12.3755,7.7281,90.0,117.586,90.0,15,1
1544300,9.2584,12.936,15.764,90.0,90.0,90.0,70,2
1544327,5.37783,5.37783,11.75716,90.0,90.0,90.0,88,3
1544328,5.360174,5.360174,11.71105,90.0,90.0,90.0,88,3
1544329,5.34372,5.34372,11.67359,90.0,90.0,90.0,88,3
1544330,5.3257,5.3257,11.62354,90.0,90.0,90.0,88,3
1544331,10.2897,6.6711,5.0691,90.0,90.0,90.0,62,2
1544332,10.9179,9.6728,6.1184,90.0,90.0,90.0,61,2
1544334,5.9927,5.9927,8.4266,90.0,90.0,90.0,95,3
1544336,6.0804,6.0804,8.3988,90.0,90.0,90.0,95,3
1544344,10.40583,12.89952,6.29933,90.0,90.0,90.0,74,2
1544345,5.3452,7.9323,6.0292,90.0,90.0,90.0,63,2
1544346,5.1686,5.3814,7.2426,90.0,90.0,90.0,60,2
1544347,16.314,8.115,5.265,90.0,90.0,90.0,43,2
1544350,4.9732,9.5425,2.9586,90.0,90.0,90.0,62,2
1544351,4.979,9.5613,2.9551,90.0,90.0,90.0,62,2
1544352,5.0311,9.6113,2.9488,90.0,90.0,90.0,62,2
1544353,5.0356,9.6377,2.9484,90.0,90.0,90.0,62,2
1544355,13.1921,7.5999,15.2507,90.0,105.223,90.0,15,1
1544358,5.5095,11.8845,5.6028,90.0,90.0,90.0,51,2
1544360,5.7764,5.776,8.1566,90.0,90.09,90.0,12,1
1544361,5.7783,5.7783,8.1929,90.0,90.0,90.0,87,3
1544362,8.2116,8.2116,8.2116,90.0,90.0,90.0,225,6
1544363,4.3042,7.1505,6.2987,90.0,103.805,90.0,14,1
1544370,8.24,8.68,4.84,90.0,90.0,90.0,58,2
1544371,4.79,4.79,4.344,90.0,90.0,120.0,162,4
1544373,9.371,12.1952,2.7916,90.0,90.0,90.0,55,2
1544374,5.14036,5.06489,7.25745,90.0,90.0,90.0,62,2
1544377,9.3702,9.4415,9.3301,90.0,90.0,90.0,62,2
1544378,9.3682,9.4344,9.3379,90.0,90.0,90.0,62,2
1544379,5.6284,8.2724,6.1118,90.0,90.0,90.0,63,2
1544380,5.799,4.04293,26.9561,90.0,90.0,90.0,65,2
1544382,7.4389,8.4798,5.7169,90.0,90.0,90.0,55,2
1544387,5.94761,5.94761,24.6604,90.0,90.0,120.0,194,5
1544388,9.069,5.705,4.541,90.0,92.29,90.0,12,1
1544389,8.096,10.242,8.106,90.0,104.73,90.0,14,1
1544391,5.8177,5.8177,24.1947,90.0,90.0,120.0,194,5
1544408,9.1555,9.1555,9.1555,90.0,90.0,90.0,225,6
1544409,9.3806,9.3806,9.3806,90.0,90.0,90.0,225,6
1544410,10.0172,5.2276,5.0598,90.0,90.0,90.0,61,2
1544413,3.8065,3.8065,9.6733,90.0,90.0,90.0,141,3
1544426,4.026,4.026,4.1241,90.0,90.0,90.0,99,3
1544427,10.75,10.75,10.75,90.0,90.0,90.0,227,6
1544428,10.6451,10.6451,10.6451,90.0,90.0,90.0,216,6
1544429,3.7718,3.7718,12.0829,90.0,90.0,90.0,129,3
1544430,11.4155,5.355,5.353,90.0,90.0,90.0,57,2
1544431,3.895,3.895,25.835,90.0,90.0,90.0,139,3
1544432,3.8955,3.8955,21.436,90.0,90.0,90.0,139,3
1544433,3.83528,3.83528,28.5737,90.0,90.0,90.0,139,3
1544445,8.337,8.337,8.337,90.0,90.0,90.0,225,6
1544446,5.867,5.9798,8.3608,90.0,89.771,90.0,14,1
1544447,8.2408,8.2408,8.2408,90.0,90.0,90.0,225,6
1544448,8.319,8.319,8.319,90.0,90.0,90.0,225,6
1544449,8.2725,8.2725,8.2725,90.0,90.0,90.0,225,6
1544450,8.2604,8.2604,8.2604,90.0,90.0,90.0,225,6
1544451,8.2509,8.2509,8.2509,90.0,90.0,90.0,225,6
1544452,5.8985,5.8998,8.2482,90.0,89.982,90.0,14,1
1544453,10.427,3.2112,12.069,90.0,90.0,90.0,33,2
1544454,6.6024,12.4268,7.4938,90.0,90.0,98.35,14,1
1544455,10.8991,7.4464,7.493,90.0,90.0,90.0,63,2
1544456,3.372,3.372,18.214,90.0,90.0,120.0,166,4
1544457,5.504,5.502,13.265,90.0,90.0,90.0,139,3
1544461,5.294,5.294,11.498,90.0,90.0,90.0,88,3
1544467,8.05812,8.05812,8.05812,90.0,90.0,90.0,227,6
1544468,10.556,10.556,10.556,90.0,90.0,90.0,227,6
1544469,10.809,10.809,10.809,90.0,90.0,90.0,227,6
1544471,10.631,10.631,10.631,90.0,90.0,90.0,227,6
1544500,11.807,5.958,5.858,90.0,90.0,90.0,45,2
1544501,12.2464,4.1219,14.6816,90.0,90.0,90.0,62,2
1544503,9.802,5.6506,5.0633,90.0,90.0,90.0,36,2
1544504,3.8034,3.8034,4.5097,90.0,90.0,90.0,99,3
1544505,4.2995,4.2995,4.2995,90.0,90.0,90.0,221,6
1544506,17.093,8.748,9.216,90.0,103.69,90.0,15,1
1544507,10.198,10.198,10.198,90.0,90.0,90.0,198,6
1544509,12.938,6.834,9.1,90.0,88.12,90.0,14,1
1544519,18.384,18.384,4.651,90.0,90.0,90.0,88,3
1544520,18.131,18.131,4.669,90.0,90.0,90.0,88,3
1544533,9.257,17.518,6.81,90.0,90.0,90.0,61,2
1544547,4.71247,4.22417,2.83203,90.0,90.0,90.0,31,2
1544548,4.70456,4.21232,2.83681,90.0,90.0,90.0,58,2
1544549,5.13972,7.2556,5.06349,90.0,90.0,90.0,19,2
1544550,7.5636,8.0795,5.0117,90.0,104.47,90.0,14,1
1544551,5.0365,7.2908,5.7491,90.0,90.0,90.0,63,2
1544552,3.838,2.506,4.036,90.0,87.4,90.0,10,1
1544559,12.604,12.604,12.604,90.0,90.0,90.0,220,6
1544560,3.9807,5.688,5.711,90.0,90.0,90.0,65,2
1544561,4.1396,4.1396,8.256,90.0,90.0,90.0,123,3
1544562,8.46952,8.46952,8.46952,90.0,90.0,90.0,227,6
1544563,8.4836,8.4836,8.4836,90.0,90.0,90.0,227,6
1544564,8.48834,8.48834,8.48834,90.0,90.0,90.0,227,6
1544566,8.48584,8.48584,8.48584,90.0,90.0,90.0,227,6
1544567,8.48705,8.48705,8.48705,90.0,90.0,90.0,227,6
1544569,6.02256,6.02256,8.42382,90.0,90.0,90.0,95,3
1544570,9.72,9.72,7.1859,90.0,90.0,120.0,173,5
1544571,9.715,9.715,7.233,90.0,90.0,120.0,173,5
1544572,9.716,9.716,7.213,90.0,90.0,120.0,173,5
1544573,9.723,9.723,7.205,90.0,90.0,120.0,173,5
1544574,9.717,9.717,7.227,90.0,90.0,120.0,173,5
1544600,18.487,5.4801,4.6306,90.0,90.0,90.0,28,2
1544601,18.487,4.6302,5.4802,90.0,90.0,90.0,53,2
1544604,4.6774,8.8405,8.4554,90.0,90.0,90.0,62,2
1544614,5.292,5.452,5.1149,90.0,95.89,90.0,13,1
1544615,4.756,10.208,5.988,90.0,90.0,90.0,62,2
1544616,4.762,10.216,5.99,90.0,90.0,90.0,62,2
1544617,12.604,12.604,5.1144,90.0,90.0,120.0,173,5
1544621,5.0756,5.0756,6.5969,90.0,90.0,120.0,162,4
1544622,5.8052,5.8052,10.2277,90.0,90.0,120.0,186,5
1544623,4.7673,10.2492,6.0021,90.0,90.0,90.0,62,2
1544624,4.7686,10.2542,6.0036,90.0,90.0,90.0,62,2
1544627,8.678,7.9332,8.734,90.0,98.62,90.0,14,1
1544628,4.0062,10.739,17.178,90.0,95.237,90.0,14,1
1544637,5.8438,6.7226,5.6566,104.348,92.32,76.683,2,0
1544639,5.3546,15.249,7.094,90.0,90.0,90.0,63,2
1544640,8.8134,8.3108,11.0183,90.0,110.418,90.0,15,1
1544664,11.46,20.95,5.944,90.0,90.0,90.0,45,2
1544666,9.77,8.9395,5.2451,90.0,105.72,90.0,15,1
1544667,9.753,8.9261,5.2486,90.0,105.856,90.0,15,1
1544668,8.099,8.325,5.966,90.0,90.0,90.0,18,2
1544669,9.741,8.847,5.306,90.0,106.96,90.0,15,1
1544670,10.265,10.265,10.265,90.0,90.0,90.0,227,6
1544671,9.864,9.179,5.298,90.0,108.22,90.0,14,1
1544675,8.496,9.983,16.755,90.0,90.0,90.0,72,2
1544677,5.188,8.968,10.029,90.0,100.45,90.0,12,1
1544679,10.007,10.007,14.0,90.0,90.0,120.0,192,5
1544682,5.194,9.0,9.8,90.0,100.1,90.0,12,1
1544683,8.23,12.0,6.03,90.0,90.0,90.0,62,2
1544717,5.15329,5.15329,13.7806,90.0,90.0,120.0,161,4
1544718,5.0394,5.0394,13.811,90.0,90.0,120.0,148,4
1544719,9.915,9.915,2.866,90.0,90.0,90.0,87,3
1544721,9.907,2.865,9.676,90.0,90.52,90.0,12,1
1544728,13.679,10.706,6.944,90.0,90.0,90.0,62,2
1544729,8.77,8.77,5.433,90.0,90.0,90.0,100,3
1544738,5.6845,5.6845,5.6845,90.0,90.0,90.0,205,6
1544748,5.489,9.509,10.462,90.0,100.12,90.0,12,1
1544779,3.9511,14.3306,11.367,90.0,94.574,90.0,14,1
1544811,10.453,4.7776,12.787,90.0,91.545,90.0,14,1
1544846,7.8228,7.8228,5.0271,90.0,90.0,90.0,113,3
1544847,8.065,8.065,8.065,90.0,90.0,90.0,227,6
1544861,10.3417,13.4837,4.7756,90.0,105.306,90.0,12,1
1544862,15.816,15.816,7.0944,90.0,90.0,120.0,160,4
1544871,5.2972,5.2972,5.2972,90.0,90.0,90.0,215,6
1544873,13.217,4.0327,14.076,90.0,115.53,90.0,12,1
1544874,13.207,3.993,14.812,90.0,100.2,90.0,12,1
1544884,4.711,10.239,7.821,108.65,90.0,90.0,14,1
1544886,4.9355,5.2313,7.2003,90.0,90.0,90.0,62,2
1544890,4.754,10.209,5.986,90.0,90.0,90.0,62,2
1544891,5.417,5.417,5.417,90.0,90.0,90.0,205,6
1544894,5.5348,5.5348,5.5348,90.0,90.0,90.0,205,6
1544897,15.04,2.886,14.64,90.0,92.4,90.0,12,1
1544904,3.652,3.652,3.866,90.0,90.0,120.0,191,5
1544910,5.5406,5.5406,5.34,90.0,90.0,120.0,162,4
1544911,5.532,5.532,5.532,90.0,90.0,90.0,225,6
1544912,9.3641,9.3641,4.9523,90.0,90.0,120.0,150,4
1544913,5.411,5.411,5.411,90.0,90.0,90.0,225,6
1544915,3.806,10.057,10.267,90.0,90.0,90.0,63,2
1545024,5.617,5.617,7.26,90.0,90.0,120.0,164,4
1545032,8.09657,8.09657,8.09657,90.0,90.0,90.0,227,6
1545051,12.455,8.129,5.369,90.0,90.59,90.0,14,1
1545052,6.9114,8.1345,9.5446,90.0,107.51,90.0,14,1
1545060,7.689,7.719,7.654,90.0,90.0,90.0,19,2
1545061,10.943,10.943,10.943,90.0,90.0,90.0,227,6
1545062,5.5177,5.5201,25.0229,90.0,90.0,90.0,36,2
1545063,3.8581,3.8581,3.1997,90.0,90.0,90.0,123,3
1545064,5.0073,5.2276,5.058,90.0,90.0,90.0,57,2
1545065,5.0367,5.2546,5.0855,90.0,90.0,90.0,57,2
1545068,8.181,8.181,8.181,90.0,90.0,90.0,212,6
1545071,9.721,9.721,7.186,90.0,90.0,120.0,176,5
1545072,4.54,2.79,5.7,90.0,90.0,90.0,59,2
1545073,7.03255,5.86684,9.3856,90.0,90.0,90.0,62,2
1545074,5.336,5.336,12.457,90.0,90.0,90.0,141,3
1545077,5.6581,5.6581,6.941,90.0,90.0,120.0,164,4
1545078,5.654,5.654,6.926,90.0,90.0,120.0,164,4
1545079,7.9788,7.9788,7.9788,90.0,90.0,90.0,225,6
1545080,7.9804,7.9804,7.9804,90.0,90.0,90.0,225,6
1545081,7.9771,7.9771,7.9771,90.0,90.0,90.0,225,6
1545082,7.9835,7.9835,7.9835,90.0,90.0,90.0,225,6
1545085,13.101,13.101,12.72,90.0,90.0,90.0,142,3
1545088,3.8312,3.8312,11.6015,90.0,90.0,90.0,123,3
1545089,3.8518,3.7886,11.5521,90.0,90.0,90.0,47,2
1545111,11.608,11.634,4.634,90.0,90.0,90.0,14,1
1545121,7.975,7.975,7.975,90.0,90.0,90.0,227,6
1545122,8.032,8.032,21.36,90.0,90.0,120.0,148,4
1545123,6.31,6.31,10.25,90.0,90.0,120.0,147,4
1545130,5.57558,5.63998,7.8878,90.0,90.0,90.0,14,1
1545131,5.48355,5.69605,7.7841,90.0,90.01,90.0,14,1
1545132,5.324,5.74387,7.61279,90.0,90.002,90.0,14,1
1545133,5.34856,5.74709,7.6348,90.0,90.005,90.0,14,1
1545134,5.37936,5.73972,7.67067,90.0,90.0,90.0,14,1
1545135,5.44137,5.7186,7.7409,90.0,90.01,90.0,14,1
1545145,7.8669,7.5848,8.3771,90.0,90.0,90.0,19,2
1545146,7.3665,7.6146,9.8035,90.0,90.0,90.0,19,2
1545170,3.564,3.564,3.564,90.0,90.0,90.0,221,6
1545181,8.598,8.598,10.5541,90.0,90.0,90.0,121,3
1545190,10.65,10.65,10.65,90.0,90.0,90.0,227,6
1545243,7.6144,7.8097,9.2102,90.0,112.937,90.0,14,1
1545269,9.281,9.281,22.07,90.0,90.0,90.0,98,3
2000149,9.087,9.087,9.087,115.73,115.73,115.73,8,1
2000152,8.379,8.379,15.832,90.0,90.0,90.0,58,2
2000171,7.284,3.881,15.143,90.0,90.0,90.0,62,2
2000184,7.3964,12.8372,13.6726,90.0,90.0,90.0,63,2
2000203,7.974,7.974,4.875,90.0,90.0,120.0,150,4
2000204,10.324,10.324,10.324,90.0,90.0,90.0,205,6
2000225,9.385,12.702,8.261,90.0,110.94,90.0,15,1
2000244,10.2987,10.2987,10.2987,90.0,90.0,90.0,205,6
2000246,5.0148,5.0148,14.324,90.0,90.0,90.0,2,0
2000263,16.439,9.448,7.478,90.0,90.0,90.0,60,2
2000271,9.131,9.131,8.146,90.0,90.0,90.0,130,3
2000322,6.279,7.306,11.177,90.0,90.0,90.0,57,2
2000324,8.524,8.524,17.452,90.0,90.0,90.0,136,3
2000337,5.2717,5.2717,11.5801,90.0,90.0,90.0,88,3
2000339,5.3167,5.3167,11.66,90.0,90.0,90.0,88,3
2000340,5.3424,5.3424,11.7376,90.0,90.0,90.0,88,3
2000341,7.524,7.512,7.395,90.0,117.88,90.0,14,1
2000342,7.268,9.886,5.331,90.0,94.86,90.0,14,1
2000348,7.408,14.318,7.188,90.0,112.59,90.0,14,1
2000352,14.913,17.348,8.168,90.0,90.0,90.0,42,2
2000353,14.939,17.535,8.201,90.0,90.0,90.0,42,2
2000407,9.671,9.079,4.466,90.0,96.2,90.0,12,1
2000408,11.607,13.751,7.578,90.0,108.54,90.0,15,1
2000420,13.015,13.015,5.6637,90.0,90.0,90.0,86,3
2000421,16.914,9.526,17.671,90.0,127.41,90.0,15,1
2000425,14.76,7.316,8.177,90.0,119.7,90.0,12,1
2000428,9.263,14.317,11.036,90.0,90.0,90.0,72,2
2000440,5.087,19.222,9.552,90.0,93.81,90.0,15,1
2000443,12.94,13.551,7.44,90.0,90.0,90.0,58,2
2000487,4.6445,4.6445,9.354,90.0,90.0,120.0,194,5
2000501,7.7819,8.069,11.574,90.0,90.0,90.0,60,2
2000506,8.703,16.025,6.799,90.0,100.83,90.0,15,1
2000508,7.775,7.775,13.686,90.0,90.0,90.0,84,3
2000517,11.756,12.683,8.448,90.0,100.42,90.0,14,1
2000539,15.783,15.783,16.965,90.0,90.0,90.0,142,3
2000583,5.5408,5.8745,7.7356,90.0,90.0,90.0,19,2
2000585,4.413,14.585,6.7,90.0,104.3,90.0,11,1
2000605,8.568,8.568,6.531,90.0,90.0,90.0,85,3
2000606,8.311,7.363,4.902,99.67,81.77,114.48,2,0
2000618,12.8896,12.8896,19.1855,90.0,90.0,120.0,148,4
2000638,7.4783,10.81,10.731,90.0,90.0,90.0,63,2
2000639,6.462,6.278,18.72,90.0,95.89,90.0,14,1
2000652,8.3806,8.3806,8.3806,65.527,65.527,65.527,161,4
2000653,9.501,7.14,13.47,90.0,94.27,90.0,14,1
2000656,3.8268,14.3142,6.1724,90.0,90.0,90.0,63,2
2000657,10.0,14.202,7.421,90.0,90.0,90.0,20,2
2000660,9.217,9.998,7.365,90.0,117.07,90.0,15,1
2000662,16.927,6.105,6.3343,90.0,109.17,90.0,15,1
2000703,6.5675,11.9949,5.1052,93.418,100.42,74.612,2,0
2000725,8.871,10.256,7.345,90.0,117.27,90.0,15,1
2000729,14.527,10.735,5.9233,90.0,105.559,90.0,12,1
2000736,6.51,6.51,6.51,89.47,89.47,89.47,2,0
2000746,8.794,20.333,4.247,90.0,90.0,90.0,58,2
2000776,7.44,7.44,16.097,90.0,90.0,90.0,130,3
2000778,4.41,4.41,24.27,90.0,90.0,120.0,166,4
2000781,8.545,3.8691,12.692,90.0,90.0,90.0,62,2
2000793,9.203,9.81,12.705,90.0,90.0,90.0,61,2
2000803,19.72,7.703,7.753,90.0,96.57,90.0,15,1
2000806,5.616,10.062,8.727,90.0,90.9,90.0,14,1
2000807,5.43,9.846,8.517,90.0,90.6,90.0,14,1
2000834,6.995,14.902,9.803,90.0,110.33,90.0,14,1
2000843,8.027,5.725,11.43,90.0,97.08,90.0,14,1
2000847,7.552,8.114,9.714,93.88,102.04,114.8,2,0
2000852,9.027,3.922,13.396,90.0,93.127,90.0,14,1
2000863,4.752,11.721,4.971,90.0,90.0,90.0,60,2
2000864,8.849,3.937,14.348,90.0,90.0,90.0,62,2
2000903,6.671,7.39,9.359,90.0,100.49,90.0,14,1
2000936,9.437,9.437,10.69,90.0,90.0,120.0,154,4
2000939,13.672,13.672,12.908,90.0,90.0,120.0,164,4
2000941,10.4775,6.0856,15.4206,90.0,102.919,90.0,15,1
2000981,7.007,8.468,9.537,90.0,109.4,90.0,11,1
2000991,15.8556,15.8556,15.8556,90.0,90.0,90.0,205,6
2000992,13.0319,13.0319,13.0319,90.0,90.0,90.0,230,6
2000993,15.7575,5.7373,11.339,90.0,111.193,90.0,15,1
2001005,6.918,12.27,9.283,90.0,104.13,90.0,14,1
2001020,14.206,4.99,10.964,90.0,111.68,90.0,14,1
2001032,5.615,5.615,18.667,90.0,90.0,120.0,166,4
2001033,8.853,8.853,8.853,90.0,90.0,90.0,198,6
2001037,10.66,9.629,14.991,90.0,90.0,90.0,62,2
